"text","screen_name","id","polite"
"GREEN NEWS Peterborough UK is out! http://t.co/tLn6M2uTi8 Stories via @FionaRadic @CllrRMallender","FionaRadic",468441753792827392,"polite"
"@llexanderaamb got the badges.","CStephenssnp",470175127339302912,"polite"
"What Im not here for is @Nigel_Farage  @JeremyClarkson   @lilyallen","Kevinmorosky",462682422468182016,"polite"
"Check out ""Alternative Perspectives: Flipping the Script"" http://t.co/bbFvH72Xwr via @eventbrite","sanchia4europe",464020282076692480,"polite"
"@CllrSRichardson @JillEvansMEP @MebyonKernow Successful!!?!!?  She only got back in thanks to swing to UKIP.","ScrumpyNed",471217479218638848,"polite"
"Congratulations to @ClareMMoody for being elected as South West MEP for @UKLabour  #Vote2014 #VoteEurope","JosephMcShane",470715193635651584,"polite"
"@hmmcdougall: many thanks to you Harriet, (and to Lucy!), Sarah. @paddyashdown @Lucy_Watt @LibDems","SarahLudfordMEP",469508328935424000,"polite"
"Bring rail under state control, Ed Mili told http://t.co/APRMv2N4I7 .Start by support @CarolineLucas Bill! http://t.co/x9phPtsVjn @RMTunion","GinaDowding",462905266754027520,"polite"
"2014 Party Political Broadcast http://t.co/Xmyd1iSMkB","DavidWickham3",464798422588223488,"polite"
"@C_Stihler_MEP good luck","katrinamurray71",465912001215352832,"polite"
"@Planet_Pedro @YesScotland I reckon Rod Petrie must be moonlighting with their campaign...","IainMcGill",471610860545536000,"polite"
"THNX! And victory for #UKIP! RT @RogerHelmerMEP: Memo to voters in the Netherlands: Please support #Artikel50! #EP2014 #EU2014","SchaduwStaten",469470447831379968,"polite"
"@jameswjacobs Thanks James!","Rory_Palmer",469414960054149120,"polite"
"@Nigel_Farage @Ed_Miliband on #Marr. Two different views on the world today and tomorrow I suspect","PercyBlakeney63",462864914634510336,"polite"
"@ianrweeks @Annabellewest77 That's precisely what we did in July; we'll bring it back with the Parliament Act if necessary.","DanHannanMEP",470482129621884928,"polite"
"British Labour on English Nationalism http://t.co/gyp2LjgPcv","jennyknight2014",464347738067709952,"polite"
"@UkipJoanna Joanna thank you and for being such a strong stalwart and support","Steven_Woolfe",467381229239930880,"polite"
"@sionsimon @NFUsInBrussels Thanks for thinking of me Sion. Just to confirm that I'll be speaking as the UKIP representative. See you there!","JamesJimCarver",463578198442520576,"polite"
"@darrenadam @bmainian UKIP Scotland have revealed Mr Salmond's little deception","DavidCoburnUKip",468060721860059136,"polite"
"@JoVicechair @raymondfinch Very enjoyable meeting and very nice to meet you Jo","waddesdonbaz",464642340288991232,"polite"
"@pippabartolotti so how many. bet you started with a small number.","Cumpedelibero",470591090442391552,"polite"
"JeanLambert MEP @GreenJeanMEP: ‘Edward #Snowden deserves a prize, not prosecution’ http://t.co/wf2ztZGDK1  @economicvoice.com #wpfd2014","Green_DannyB",462843396668006400,"polite"
"@Nigel_Farage @Vote_UKIP @Telegraph he does not know how to","F1andyD",471981965806424064,"polite"
"I guess @davidmartinmep must now be the UK's longest-serving MEP","graham_pointer",470946215786332160,"polite"
"Meet Daniel Lee: Why I joined the Green Party: http://t.co/pMn01XesVw","veganfishcake",468781555083931648,"polite"
"@julie4nw @McAlpineGlen @tcunninghammp Thanks hope it all goes well for you, I will be watching","peterlfoster",470294520790528000,"polite"
"@DavidBeeson2 - I didnt realise there were Laws of Collective responsibility in this country #ThoughtCrimes","DavidCoburnUKip",463640716376547328,"polite"
"@DanHannanMEP If @UKIP spokesmen are going to admit that they don't appeal to the intelligent, educated and knowledgeable, what will happen?","londonstatto",470180441807675392,"polite"
"@ukip @nigel_farage Your party, your lies and your hatred disgust me http://t.co/3hgTW2eFDt","TurfShifter",468111527766396928,"polite"
"Plan B - She Said: http://t.co/npE6ovxF9Z via @YouTube","suzanneshine",468269237631336448,"polite"
"@MissLilySummers Yes, linked to trade - and which would be put at risk outside EU. Of course we'd still trade but on totally diff terms","GoodallGiles",468790384123195392,"polite"
"@davenellist @dredlox76 @ThunderclapIt candidate wld be very helpful. Good luck to all those standing.","Mauginog",464767933588451328,"polite"
"@Casumptious @Nigel_Farage could you smell them before you heard them??","rivermagic123",465066729539141632,"polite"
"@OfficialUoM receives £23m EU funding to research ‘wonder’ material that will revolutionise the future @MENnewsdesk  http://t.co/qiLjvVgnlx","SHKMEP",463597987105882112,"polite"
"@suzanneshine both of which UKIP MEPs famously opposed when given the chance to take action","GrillingKippers",467039582954201088,"polite"
"@Michael_Heaver @UKIP I hope this trend continues for UKIP!","Zoidybear",470709926298677248,"polite"
"Tories4Tories4everREVEALED AT LAST: The Hunt-Bottomley link http://t.co/l5erH7XhLb via @ward_slog","CulliganPA",469013393634914304,"polite"
"Sunderland City Council elections comparing 2012 results with yesterday.  Some little headlines that might... http://t.co/8pdhEY7kX9","globalrichard",469879128632864768,"polite"
"""@AntiArtiOO: @TUSCoalition Almost 400 people up for plugging #TUSC a few shy of 1/4 of mill, follow the link - http://t.co/LnvjxTm4o4","davenellist",464523864656322560,"polite"
"@davidtorrance well, it was you that brought it to my attention :-) @WeAreNational","AlynSmithMEP",469155137521717248,"polite"
"@SLATUKIP @Usherwood  BBC News - European elections 2014: South East to prove key battleground http://t.co/92oM9zss2A …","suzanneshine",466967367109840896,"polite"
"@JaniceUKIP ""harassing public in ashford today"" - are you referring to yrself?? http://t.co/YQpoZGBU4b","ssilverwavess",467975477991604224,"polite"
"@liarpoliticians @Nigel_Farage @Ed_Miliband Unfortunately Marr has to adhere to the #BBC agenda. Which resides monumentally to the left...","GlobalYawning",462957793482641408,"polite"
"EU just over-ruledUK justice to extradite German doctor to face charges related to death of poor Mr Grey in UK. ECHR triumphs over Brit law.","CulliganPA",469405376379891712,"polite"
"@stolenandstray I will let everyone I know have details about your Labrador and will contact you if anyone has seen him!","CllrChrisPain",465863061924876288,"polite"
"@JaniceUKIP winning? like Charlie Cheen? Do you drink Tiger Blood as well? You clearly are interested since you're responding :D","dennisterrey",468754992015618048,"impolite"
"@CulliganPA @jennieTindall Do you know about the holocaust? Do you know why people are angry?","Anothergreen",470120963536080896,"polite"
"GREEN NEWS Peterborough UK is out! http://t.co/tLn6M2uTi8 Stories via @EnvCapital @BBCRadioCA","FionaRadic",463363461133918208,"polite"
"@7Kiwi @DanHannanMEP EU FOM is a good thing as long as people come to work. Welfare is separate issue. Don't fall for lump labour fallacy!","cristian7897",473196205263294464,"polite"
"@Peston No doubt after the EU elections and then again a larger rise after the general election 2015 - doesn't take the MPC  to figure this","jennyknight2014",469040470862360576,"polite"
"@ostercywriter @Ross_Greer @Mr_JDTraynor @DavidCoburnUKip disgusting man.","CrinklyCree",467664153369640960,"impolite"
"""In the end, that's what this election is about. Do we participate in a politics of cynicism or a politics of hope?"" to quote @BarackObama","antonyhook",469247851328192512,"polite"
"@JMorganTHE @MediocreDave yup.  Bigger issues get pushed back while students simply try to cope.","FionaRadic",469400953956073472,"polite"
"@NorseFired @ukiplove just ridiculous to suggest uk only has benefits cos of EU. We invented the welfare state. Ignorant or just idle?","andrewmcneilis",467696590451650560,"polite"
"@11valentine @PeterMurrell @AlexSalmond no because SNP will bomb in Sept Referendum and then on road to extinction thereafter","DavidCoburnUKip",470289777150156800,"polite"
"@SarahR2 Yep! We're a party promoting digital rights, transparency, privacy, and an open Internet. #VotePirate","gwalkden",469512562003161088,"polite"
"Discussing Euro issues with Caroline Spelman MP @ddalton40 @dansames @wmconservatives at street stall in Knowle today http://t.co/hOSlKIgOyJ","sibbuc",465270574034714624,"polite"
"@bbctheview &lt;== @DianeDoddsMEP  V @MEPStandingUp4U ,hoping for a polite debate, but see what Jeremy Kyle bouncers are doing just in case.","Goatstoeso",467049585060610048,"polite"
"@MattBluefoot @Fat_Jacques @RedUKIP &amp; Guess who has abolished CP- Maria Miller!! http://t.co/3OGhltnhL9","DavidCoburnUKip",472821598819733504,"polite"
"Going further than too much too fast! RT @TomPapworth: Labour will also cut ""too much, too fast"" aparrently. http://t.co/Dlw2Ialxm1","ExtraBold",472273888353992704,"polite"
"@PaulBrannenNE please sign our pledge &amp; act to #endFGM : http://t.co/hfW8Sv7His for an #EP2014 of #equality , free from #discrimination","ENDFGM_Amnesty",468345459745230848,"polite"
"@wildwomanswims1 @drmarielouise NHS Trusts have to give their surplus back, Foundation Trusts don't. CCG surpluses are interesting...","richardblogger",470246260294033408,"polite"
"@tonyrossmcmahon @Markfergusonuk We are confident that we can give them a run for their money","GawainTowler",471270029619916800,"polite"
"@Nigel_Farage thank you for being the only party to give us the option to get out the EU #UKIP","rickyborrett",469613283960709120,"polite"
"@green_ballerina @romaynephoenix yes you could have  snuck in some coffee at 2am to keep us zinging...","violetavajda",470906131687424000,"polite"
"@SHKMEP @DanHannanMEP If this great man was alive today he would vote UKIP, and he would be called a racist for doing so and attacked by UAF","Kingbingo_",469168065159380992,"polite"
"@ms_fry @Nigel_Farage the man's a beacon of left-wing, tolerant thought","KingdomOfTheEgo",469599249215549440,"impolite"
"UKIP MEPs' Prison Diaries http://t.co/lXOCHHIF0U a lot of expenses fiddles %corrupt politicians but party steals the biscuit. #UKIP #EP2014","Anothergreen",468794349871185920,"polite"
"@MEPStandingUp4U Great listening from Australia today to you Martina on @bbcradioulster good luck &amp; best wishes on Thursday ������","MrPaulBrennan",468360383166545920,"polite"
"@RedcliffeScott @RedUkipper Tories wont vote SNP -","DavidCoburnUKip",468031139916312576,"polite"
"@PaulJamesOakley So that's the meaning of 'mates rates' !","Eldreda71Mercia",465153210408501248,"polite"
"@andrewmcneilis @MatthewParris3 has he deleted his tweets?","__GriffCo__",462533166063181824,"polite"
"@WalaaIdris @star_pumpkin thank you :)","milroy666",470882933423996928,"polite"
"@Magee__ I respect its right to exist, but as someone who understands the religion, political ideology and Qur'an, I recognise it's....","jackbuckby",466548706909515776,"polite"
"We need a practical politics for focused action to change the world so we can we can protect both planet and people #Green #VoteGreen2014","Anothergreen",473040043268112384,"polite"
"@NickCohen4 @spectator and idea that we are increasingly ruled by an elite hell bent on forming a federal Europe resonates coz it is true.","DonnaInSussex",471724333577289728,"polite"
"Kicking myself for using the wrong hashtag while live tweeting from the count #twitterrookie #vote2014","green_ballerina",470978332704911360,"polite"
"@Rosiecosy well - I always say - they shud hav taken more notice of my pink fluffy handcuffs ;-(","Lindylooz",471707648963129344,"polite"
"@IainDale @DuncanBarkes @LBC but there are only ten regions to announce. How can that take six hours?","DonnaInSussex",468901920275709952,"polite"
"@DebraClaridge I think standing for election demonstrates a great deal if confidence in the British people.","sionsimon",465459869223759872,"polite"
"@paulnuttallukip hahaha! That 1 ex Labour proves it Paul? Clutching at straws you lad.","El_Tomo84",462538925886959616,"polite"
"@MurdoMitchell @Nigel_Farage oh dear","tylardenholm_xo",468509836955877376,"polite"
"MT @danjulian93 Great being on #labourdoorstep with @ChukaUmunna @richardhowitt and @labourlewis &amp; the @UEALabourSoc team! &gt; Thanks to you","richardhowitt",468861750583263232,"polite"
"@DavidCoburnUKip Why do you sound so defensive just go with the flow..ignore","AbbeyLane5",465063696675635200,"polite"
"@Nigel_Farage @JaniceUKIP @UKIP  The army of the illinformed and ignorant","CowanTurner",468494887961497600,"polite"
"@votegarvie @GlenisWillmott @Rory_Palmer @NickiBrooksx @EastMidsLabour thx Richard for all your hard work and support","LindaWoodings",469212150016520192,"polite"
"@KirstenTElliott @SarahGee38 @smoulderstoat @UKIP @Nigel_Farage @bathnes illegal how?","SLATUKIP",467439075176493056,"polite"
"@DavidCoburnUKip Funny, isn't it, because her mentioning UKIP, keeps UKIP in the limelight. Not, to mention how worried it makes her look.","dkenstone",468338925132865536,"polite"
"@Michael_Heaver @bbc5live Reported rise in immigration from EU but followed that up with no overall change comment. Mmmm","philhenrick",469528116034281472,"polite"
"@stephenkidd56 - If hadnt been on programme You could have nipped out for packet of fags &amp; wouldnt miss anything  Lib/Lab/Con/Tartan Tories","DavidCoburnUKip",466542320364834816,"polite"
"@DanHannanMEP I'm terms of trade they are effectively EU members. Accepting the fact they get no input into the rules. Next...","hughesie84",462876270779727872,"polite"
"@dizzy_thinks @politicshome looks like it","GawainTowler",465752402881433600,"polite"
"@WomenDefyUKIP MT @patrickhadfield An excellent examination of Scotland's new #UKIP MEP @EyeEdinburgh via @btocher http://t.co/6cF1D5aOjw …","suzanneshine",471002874299023360,"polite"
"if you live in Park Ward and want 20's Plenty don't vote for @stephenallen163 CON.  He is very against Total 20.  #cycle #pedestrian","FionaRadic",466412138714914816,"polite"
"@UKIP Roger Helmer talks sneeringly of the 'political classes' @RogerHelmerMEP has been an MEP for fifteen (15) years.","jimnoakes",470691448908963840,"polite"
"@Cath_McGovern What's up, love?","jackbuckby",462992899530317824,"polite"
"So @Nigel_Farage does that mean you have to be a moron to vote #ukip? Surely not?","flip_digital",469812801784258560,"polite"
"Just complained to BBC about lack of Green Party election coverage http://t.co/HomYOo6co1","violetavajda",470548743105052672,"polite"
"“@FarahNazeer:Good luck to euro candidates, @ClaudeMoraesMEP @maryhoneyball @SebDance @IvanaBartoletti @sanchia4europe @KamaljeetJandu”Tnx F","KamaljeetJandu",470494829705961472,"polite"
"More from @RogerHelmerMEP (thanks to @DPJHodges), blaming the victims of date-rape for what happens to them.","GardnerTVFTW",463706149213470720,"polite"
"Hahahaha @nickgriffinmep has been hacked, what a bellend","daavlawson",462358076608512000,"impolite"
"@britinfluence What Power!!","MargotLJParker",464677993517162496,"polite"
"@StopCityAirport @Green_Caroline you've got them with #Labour's Robin Wales: controlled by him at market value #RedDoorsVenturesLtd","lawmike",465951870989914112,"polite"
"@DeniseSCoe thank you.","Rory_Palmer",469609326479679488,"polite"
"After the @Nigel_Farage show in St Ives, Cambs Nigel stood under some bright lights &amp; ppl queued for photos with him https://t.co/BcC2EgSINm","RTaylorUK",462379913048506368,"polite"
"@crg121 Yes, Antony Hook is number 2","catherinemep",469451978805096448,"polite"
"@NewEuropeans Many Polish and some French, German, Czech.","WillDuckworthGP",468744473523290112,"polite"
"Thank you @DanHannanMEP. Hope to see you again soon!","WhiteStarTavern",471229242089697280,"polite"
"@mdbuk and if Civil Partnerships are abolished where do I stand and where is the Equality in that??","DavidCoburnUKip",470530704640851968,"polite"
"Horrible news about shootings at Brussels' Jewish museum today. Pretty clear this was an anti-Semitic attack. Deeply disturbing","GoodallGiles",470270945283022848,"polite"
"With the slogan 'Love for All, Hatred for None' A lovely group.  Ahmadi Muslim Murdered in Pakistan - Action Needed: http://t.co/Ofc8vgiivV","WillDuckworthGP",471254499806281728,"polite"
"@marcuschown Anyone who does vote for him should be shot at dawn, they are traitors as is he.","crusader4animal",468849378539892736,"impolite"
"@OscarFord1  Thanks for the report about broken links on my website. Those Chinese are hackers at it again. Bill","billnewtondunn",469440435589767168,"polite"
"@nsunison  Many thanks!","Molly4Europe",470835101744779264,"polite"
"@nickgriffinmep @StanCollymore Fuck off nick","Tom_Stapleton",471232683834900480,"impolite"
"@WillDuckworthGP @HS_feed @CarolineLucas should be good. Good luck Caroline own goal waiting to happen with Nige. Exploit his nasty party.","Waynecips",464400002434207744,"polite"
"@badgirlinred @oflynndirector good idea","raymondfinch",469606829786669056,"polite"
"@NewEuropeans Depends on election results! Democracy also applies at European level....","RichardC2014",468764725162307584,"polite"
"Congrats @davidmartinmep &amp; @C_Stihler_MEP on your re-election!","joswabe",470903638567972864,"polite"
"@cllrharrington @Jude_KD Thanks David xx","LouiseBaldock",472509879555735552,"polite"
"RT @LibDems: EU laws have cut the price of texting on holiday by 75% #whyiamIN http://t.co/q5hj2dZRXn http://t.co/uSPB2sQ4gC","PhilBennionMEP",464434702452281344,"polite"
"@Dinesco @Nigel_Farage @UKiPNews Any proof behind that common conspiracy theory of the left which is time and time again falsified facts?","otakuproxy",467230011909742592,"polite"
"@severincarrell @andywightman I'm a lo fi kind of guy...","IainMcGill",470962337986641920,"polite"
"@DavidCoburnUKip Antidemocratic state funded thuggery. Is this the UK? 2014?","Ryan_L_Chan",465828692825210880,"polite"
"@JimAllister Jim, please talk to the DUP for a pact, to combine unionist votes,and to reduce Sinn Fein input !","0304_david",471781616218832896,"polite"
"@BiscuitAhoy @nickgriffinmep is her aware that that dalek is an immigrant?","gilesmountford1",467406793606717440,"polite"
"@pippabartolotti And who is the Judge?  What gives you the right to impose your opinion?","TweeterReynolds",468705248899788800,"polite"
"@MikejMcDermott @DavidCoburnUKip Ah. I SEE! You wish to ban anything that you don't like. Definitely practical fascism.","AlanJohnson35",469146534832254976,"impolite"
"@joehill27 Can we trade facts please. Where does UKIP state a prefrence, where we see immigration coming from?","ShneurOdzeUKIP",471078599072940032,"polite"
"#wegotthis #partickthistle","CStephenssnp",464141677452873728,"polite"
"@RecentlyRealRxx @SarahLudfordMEP @ElectoralCommUK Recommend he reports case to @NewEuropeans and to local council #VoteDenied","GoodallGiles",470297343007653888,"polite"
"@SuzanneEvans1 @Molly4Europe You did great this morning:-)","BlueEyedSoulMan",468104478810701824,"polite"
"@quinn_drummer @UKIP @Nigel_Farage #Farage is unfit to hold power.","DebunkUKIPlies",467615101462511616,"polite"
"@timerousbeastie The one that threw a Coke can at me in Aberdeen was American @radical_indy","DavidCoburnUKip",464708598661410816,"polite"
"#youtube Unforgivable Treason was Committed by Edward Heath http://t.co/acjBxxCg9x,., @nicholaswatt @afneil @nigel_farage","StevenDelahunt1",465440686792536064,"polite"
"Hi @RogerHelmerMEP You wrote about this case a few months ago. The Prosecution’s Massive Suppression of Lab Data http://t.co/xAbB9lhbz7","GuilterWatchin",463613497922691072,"polite"
"@Nigel_Farage Better get things fixed quick. Otherwise like thousands of other working class Brits, I'm off to Australia....","AccordV6attic",469968847131643904,"polite"
"@jules_wilko Thanks! :D","gwalkden",469554751475310592,"polite"
"@KatBoettge @LeicsGreenParty @CllrRMallender @Sue_Mallender @NottsYGreens @DerbysGreens no, 'Green Party' and #VoteGreen2014 - when I sent","Green_DannyB",469513408321437696,"polite"
"At Wokingham Conservatives lunch sharing my experiences of working for and in the EU #wokingham #eu http://t.co/CbRzGMOLO5","mandreasen",468263981707440128,"polite"
"@AgentP22 @DavidCoburnUKip  Poor Baby !","oldsilvertone",468729729923973120,"polite"
"'A bit of dream': Hull-based @Mike_Hookem on #UKIP election success  http://t.co/UXHUNMFXBC @UKIP","hulldailymail",470931501434286080,"polite"
"Green Party | Natalie Bennett selected to contest Holborn and St Pancras at 2015 General Election http://t.co/ZPlASobLmB","pippabartolotti",463034362917687296,"polite"
"@rikogalsk unmarried couple share a room, including their own son and his partner. Yet were successfully sued.","DonnaInSussex",472120773399044096,"polite"
"Ukip surge as Labour make sluggish progress | @jgforsyth http://t.co/7OLDsy7PbJ via @spectator_ch","waddesdonbaz",469722376142200832,"polite"
"@HS_feed @FarageTobyJug @Casumptious If you dont like the poll results - talk to YouGov about it","DavidCoburnUKip",464074402775465984,"polite"
"I started a live stream on @YouTube: http://t.co/NBHNujGEo4","ChristopherWere",467119960544665600,"polite"
"@j1mbobber @John_H_Tyndall &lt;&lt;Hey John do you follow @nickgriffinmep ? Does nick follow you?","Dubdanu",468120789607538688,"polite"
"@CommunityUnion Thanks for all your support.","Rory_Palmer",471005760961642496,"polite"
"@TheNickonomist @hopenothate @SLATUKIP @uaf @lowles_nick @GerardBattenMEP evidence ?","AlGouthhi",466304450349793280,"polite"
"@DavidCoburnUKip Funny, isn't it, because her mentioning UKIP, keeps UKIP in the limelight. Not, to mention how worried it makes her look.","dkenstone",468338925132865536,"polite"
"@laurenmehall When Marxism failed, a system to implement it by first causing a collapse of society was required. Cultural Marxism.","jackbuckby",469551964096036864,"polite"
"@Nigel_Farage protest vote. Most of us can see through you","siddyward",469732883369046016,"polite"
"@swtweetin OK can you drop me a quick email on julie@juliegirling.com   no message. I'll get back to you","juliegirling",463707238247714816,"polite"
"@JohnHowarth1958 @britinfluence Thanks John!","maryhoneyball",465864777697591296,"polite"
"@PaulGoodmanCH Yes, that was notable","GoodallGiles",470713783170912256,"polite"
"@Tony_McNulty @LondonLabour @ClaudeMoraesMEP @IvanaBartoletti @SebDance @sanchia4europe @Lucy4MEP @biondi4europe @KamaljeetJandu Thx Tony!","maryhoneyball",469405497054228480,"polite"
"@achrisevans Blimey - excitable this afternoon aren't we! Well how about a bit of a @YOURvoiceParty revolution to take you over the edge?!?","JulianJamesUK",464378787053182976,"polite"
"@LeftUnityUK @UKLabour Absolutely agree @HackneyAbbott Better to tell positive story of EU mobility - it's 2 way traffic with mutual benefit","julie4nw",473217595186118656,"polite"
"@DeanMThomson What do you know or care about Unitarian Christians??","DavidCoburnUKip",470548613849178112,"polite"
"@obsydyan they will be taken down before the deadline which is Thursday","NSinclaireMEP",472491396839247872,"polite"
"Cruelty of Chinese labour camp regime revealed once again as New York shopper finds desperate note from prisoner http://t.co/iV8paoV4wE","emcmillanscott",463630114228809728,"polite"
"@maxshanly @Nigel_Farage change the record Max","ben437",469551167845195776,"polite"
"@SkylarJordan @Nigel_Farage Its not about being a Bigot - my BF ive known since kids is gay - still makes me queasy to see it.","telbo5000",468738439563976704,"polite"
"@jbell_counsel @TasminaSheikh @Europarl_EN Truly terrifying image!","fergusonelaine",469508938879488000,"polite"
"@CiFWatch @BenCohenOpinion @PSCupdates @asafgl Come &amp; campaign with me V Nick Griffin BNP - we're campaigning V hate - we on receiving end.","julie4nw",468027487868682240,"polite"
